place,department,kind,name,type,site,country,id,email,bu
Phòng ( Kho manager ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0069,hung.thai@siamcitycement.com,vn
Phòng học lý thuyết EVE trên lầu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0089,hung.thai@siamcitycement.com,vn
Hành lang trên lầu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0097,hung.thai@siamcitycement.com,vn
Phòng Bảo Trì Điện,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0106,hung.thai@siamcitycement.com,vn
Work shop sửa xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0016,hung.thai@siamcitycement.com,vn
Kho dung cụ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0020,hung.thai@siamcitycement.com,vn
Kho chứa nhiên liệu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0038,hung.thai@siamcitycement.com,vn
Phòng điện thoại (phòng 65),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0001,hung.thai@siamcitycement.com,vn
Phòng IT,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0061,hung.thai@siamcitycement.com,vn
Phòng đào tạo.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0066,hung.thai@siamcitycement.com,vn
Phòng CBM,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0078,hung.thai@siamcitycement.com,vn
Phòng 71.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0143,hung.thai@siamcitycement.com,vn
Phòng Giám Đốc.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0146,hung.thai@siamcitycement.com,vn
Phòng 67.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0156,hung.thai@siamcitycement.com,vn
Phòng phân tích hóa,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0022,hung.thai@siamcitycement.com,vn
Phòng phân tích than,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0026,hung.thai@siamcitycement.com,vn
Phòng máy lạnh thiết bị điện,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0044,hung.thai@siamcitycement.com,vn
Phòng Production Manager,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0066,hung.thai@siamcitycement.com,vn
Khu vực máy công cụ,,,3 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0005,hung.thai@siamcitycement.com,vn
Xưởng EVE,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0035,hung.thai@siamcitycement.com,vn
Phòng Bảo Trì Cơ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0038,hung.thai@siamcitycement.com,vn
Khu vực kho lớn ( Cơ khí ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0077,hung.thai@siamcitycement.com,vn
Khu vực kho lớn ( Cơ khí ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0081,hung.thai@siamcitycement.com,vn
Phòng Toalet EVE trên lầu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0083,hung.thai@siamcitycement.com,vn
Hành lang trên lầu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0098,hung.thai@siamcitycement.com,vn
Hành lang trên lầu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0099,hung.thai@siamcitycement.com,vn
Phòng thợ mộc,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0109,hung.thai@siamcitycement.com,vn
Phòng môi trường (phòng 60),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0020,hung.thai@siamcitycement.com,vn
Phòng HRBP (phòng 59),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0024,hung.thai@siamcitycement.com,vn
Phòng nhân sự (phòng 58),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0028,hung.thai@siamcitycement.com,vn
Phòng kế Toilet,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0035,hung.thai@siamcitycement.com,vn
Phòng dự án.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0051,hung.thai@siamcitycement.com,vn
Phòng kế hoạch (Plan),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0085,hung.thai@siamcitycement.com,vn
Phòng Preventive Maintenance,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0100,hung.thai@siamcitycement.com,vn
Phòng Công Nghệ.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0104,hung.thai@siamcitycement.com,vn
Phòng số 10,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0121,hung.thai@siamcitycement.com,vn
Phòng tiếp tân.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0131,hung.thai@siamcitycement.com,vn
Phòng tiếp tân.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0133,hung.thai@siamcitycement.com,vn
Phòng y tế,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0007,hung.thai@siamcitycement.com,vn
Canteen,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0019,hung.thai@siamcitycement.com,vn
Nhà nấu ăn ( nhà bếp ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0032,hung.thai@siamcitycement.com,vn
Phòng Plan ( X - Ray ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0005,hung.thai@siamcitycement.com,vn
Phòng chuẩn bị mẩu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0014,hung.thai@siamcitycement.com,vn
Phòng toalet nữ ( phòng 12 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0039,hung.thai@siamcitycement.com,vn
Phòng Automation,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0074,hung.thai@siamcitycement.com,vn
Phòng vận hành CCR,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0090,hung.thai@siamcitycement.com,vn
Container giao ca sản xuất,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0113,hung.thai@siamcitycement.com,vn
Container giao ca sản xuất,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0115,hung.thai@siamcitycement.com,vn
Khu vực máy công cụ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0011,hung.thai@siamcitycement.com,vn
Phòng nhân viên trực kho,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0068,hung.thai@siamcitycement.com,vn
Khu vực kho lớn ( Cơ khí ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0076,hung.thai@siamcitycement.com,vn
Phòng học lý thuyết EVE trên lầu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0091,hung.thai@siamcitycement.com,vn
Work shop sửa xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0012,hung.thai@siamcitycement.com,vn
Kho thiết bị,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0026,hung.thai@siamcitycement.com,vn
Phòng họp bảo trỉ cối,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0028,hung.thai@siamcitycement.com,vn
Phòng HRBP (phòng 59),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0023,hung.thai@siamcitycement.com,vn
Phòng nhân sự (phòng 58),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0025,hung.thai@siamcitycement.com,vn
Phòng AT dự án,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0029,hung.thai@siamcitycement.com,vn
Phòng JET (Phòng 59),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0033,hung.thai@siamcitycement.com,vn
Phòng dự án.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0052,hung.thai@siamcitycement.com,vn
Phòng dự án.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0053,hung.thai@siamcitycement.com,vn
Phòng dự án.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0056,hung.thai@siamcitycement.com,vn
Phòng IT,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0060,hung.thai@siamcitycement.com,vn
Phòng uống nước,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0075,hung.thai@siamcitycement.com,vn
Phòng số 9,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0113,hung.thai@siamcitycement.com,vn
Phòng số 12,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0129,hung.thai@siamcitycement.com,vn
Phòng 66,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0154,hung.thai@siamcitycement.com,vn
Phòng tài xế,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0177,hung.thai@siamcitycement.com,vn
Nhà nấu ăn ( nhà bếp ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0031,hung.thai@siamcitycement.com,vn
Phòng chuẩn bị mẩu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0009,hung.thai@siamcitycement.com,vn
Phòng chuẩn bị mẩu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0012,hung.thai@siamcitycement.com,vn
Phòng chuẩn bị mẩu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0015,hung.thai@siamcitycement.com,vn
Phòng phân tích hóa,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0021,hung.thai@siamcitycement.com,vn
Phòng phân tích than,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0025,hung.thai@siamcitycement.com,vn
Hành lang phòng thí nghiệm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0038,hung.thai@siamcitycement.com,vn
Phòng toalet nam ( phòng 13 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0041,hung.thai@siamcitycement.com,vn
Phòng QA Manager,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0059,hung.thai@siamcitycement.com,vn
Phòng QA Manager,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0060,hung.thai@siamcitycement.com,vn
Phòng Production Manager,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0067,hung.thai@siamcitycement.com,vn
Phòng thống kê,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0077,hung.thai@siamcitycement.com,vn
Phòng uống nước ( Lầu 1 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0081,hung.thai@siamcitycement.com,vn
Toalet nữ ( Lầu 1 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0083,hung.thai@siamcitycement.com,vn
Phòng Modul,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0092,hung.thai@siamcitycement.com,vn
Hành lang trên lầu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0096,hung.thai@siamcitycement.com,vn
Khu vực máy công cụ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0008,hung.thai@siamcitycement.com,vn
Khu vực máy công cụ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0022,hung.thai@siamcitycement.com,vn
Xưởng EVE,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0031,hung.thai@siamcitycement.com,vn
Xưởng EVE,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0032,hung.thai@siamcitycement.com,vn
Xưởng EVE,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0034,hung.thai@siamcitycement.com,vn
Phòng Bảo Trì Cơ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0036,hung.thai@siamcitycement.com,vn
Khu vực kho lớn ( Cơ khí ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0078,hung.thai@siamcitycement.com,vn
Phòng thợ mộc,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0110,hung.thai@siamcitycement.com,vn
Kho thiết bị,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0025,hung.thai@siamcitycement.com,vn
Phòng nhân viên bán hàng,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0011,hung.thai@siamcitycement.com,vn
Phòng ăn,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0017,hung.thai@siamcitycement.com,vn
Socket cảng,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SEA-JETTY-0003,hung.thai@siamcitycement.com,vn
Phòng vận hành cảng,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SEA-JETTY-0006,hung.thai@siamcitycement.com,vn
Phòng thí nghiệm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0001,hung.thai@siamcitycement.com,vn
Phòng thí nghiệm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0002,hung.thai@siamcitycement.com,vn
Phòng thí nghiệm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0004,hung.thai@siamcitycement.com,vn
Phòng thí nghiệm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0012,hung.thai@siamcitycement.com,vn
Phòng thí nghiệm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0019,hung.thai@siamcitycement.com,vn
Phòng lưu mẩu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0021,hung.thai@siamcitycement.com,vn
Phòng điều hành,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0044,hung.thai@siamcitycement.com,vn
Container máy cắt cao su,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0055,hung.thai@siamcitycement.com,vn
Phòng Supervisor,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0054,hung.thai@siamcitycement.com,vn
Phòng quản đốc mỏ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0059,hung.thai@siamcitycement.com,vn
Phòng đốc công,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0067,hung.thai@siamcitycement.com,vn
Socket hành lang,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0016,hung.thai@siamcitycement.com,vn
Phòng bảo vệ ( container),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0022,hung.thai@siamcitycement.com,vn
Phòng nghỉ trưa ship unloader,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SEA-JETTY-0005,hung.thai@siamcitycement.com,vn
Phòng thí nghiệm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0017,hung.thai@siamcitycement.com,vn
Phòng thí nghiệm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0020,hung.thai@siamcitycement.com,vn
Phòng ( container ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0025,hung.thai@siamcitycement.com,vn
Canteen ( container ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0030,hung.thai@siamcitycement.com,vn
Canteen ( container ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0033,hung.thai@siamcitycement.com,vn
Meeting Room 66,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ADMIN-0198,hung.thai@siamcitycement.com,vn
Meeting Room 10,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ADMIN-0212,hung.thai@siamcitycement.com,vn
Phòng thống kê,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0065,hung.thai@siamcitycement.com,vn
Phòng điều khiển cối đá,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0081,hung.thai@siamcitycement.com,vn
Phòng điều hành,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0046,hung.thai@siamcitycement.com,vn
Phòng nghỉ nhân viên,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0050,hung.thai@siamcitycement.com,vn
Hành Lang Trong,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ADMIN-0191,hung.thai@siamcitycement.com,vn
Phòng đốc công,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0066,hung.thai@siamcitycement.com,vn
Phòng điều khiển cối đá,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0080,hung.thai@siamcitycement.com,vn
Phòng nhân viên bán hàng,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0015,hung.thai@siamcitycement.com,vn
Phòng CA đường thủy (Container ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0021,hung.thai@siamcitycement.com,vn
Phòng vận hành cảng,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SEA-JETTY-0007,hung.thai@siamcitycement.com,vn
Phòng thí nghiệm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0003,hung.thai@siamcitycement.com,vn
Container máy cắt cao su,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0054,hung.thai@siamcitycement.com,vn
Hành Lang Trong,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ADMIN-0193,hung.thai@siamcitycement.com,vn
Hành Lang Trong,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ADMIN-0194,hung.thai@siamcitycement.com,vn
Hành Lang Trong,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ADMIN-0195,hung.thai@siamcitycement.com,vn
Meeting Room 66,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ADMIN-0207,hung.thai@siamcitycement.com,vn
Meeting Room 10,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ADMIN-0210,hung.thai@siamcitycement.com,vn
Phòng bán hàng (Sup- OLA),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0003,hung.thai@siamcitycement.com,vn
Phòng đăng tài,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0024,hung.thai@siamcitycement.com,vn
Phòng điều hành,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0045,hung.thai@siamcitycement.com,vn
Xưởng sửa chữa,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0047,hung.thai@siamcitycement.com,vn
Phòng nghỉ nhân viên,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0049,hung.thai@siamcitycement.com,vn
Phòng nghỉ nhân viên,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0052,hung.thai@siamcitycement.com,vn
Phòng Supervisor,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0050,hung.thai@siamcitycement.com,vn
Phòng Supervisor,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0051,hung.thai@siamcitycement.com,vn
Phòng Supervisor,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0053,hung.thai@siamcitycement.com,vn
Phòng thống kê,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0063,hung.thai@siamcitycement.com,vn
Phòng thống kê,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0064,hung.thai@siamcitycement.com,vn
Nhà để xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0075,hung.thai@siamcitycement.com,vn
Packing Office,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0002,hung.thai@siamcitycement.com,vn
Phòng nhân viên bán hàng,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0013,hung.thai@siamcitycement.com,vn
Meeting Room 66,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ADMIN-0206,hung.thai@siamcitycement.com,vn
Phòng Supervisor,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0055,hung.thai@siamcitycement.com,vn
Phòng đốc công,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0068,hung.thai@siamcitycement.com,vn
Phòng đốc công,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0072,hung.thai@siamcitycement.com,vn
Bãi rửa xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0074,hung.thai@siamcitycement.com,vn
Phòng điều khiển cối đá,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0082,hung.thai@siamcitycement.com,vn
Phòng vận hành trạm 110 KV,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-PoP-SUB-0002,hung.thai@siamcitycement.com,vn
kho trạm 110 KV,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-PoP-SUB-0006,hung.thai@siamcitycement.com,vn
Phòng nhân viên bán hàng,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0014,hung.thai@siamcitycement.com,vn
Phòng ăn,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0018,hung.thai@siamcitycement.com,vn
cầu cân,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0029,hung.thai@siamcitycement.com,vn
Socket cầu cân,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0031,hung.thai@siamcitycement.com,vn
Phòng vận hành cảng,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SEA-JETTY-0008,hung.thai@siamcitycement.com,vn
Phòng ( container ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0026,hung.thai@siamcitycement.com,vn
Canteen ( container ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0029,hung.thai@siamcitycement.com,vn
Canteen ( container ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0035,hung.thai@siamcitycement.com,vn
Phòng điều hành,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0039,hung.thai@siamcitycement.com,vn
Hành lang trên lầu 1,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0057,hung.thai@siamcitycement.com,vn
Phòng máy cắt trạm 110 kV,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-PoP-SUB-0007,hung.thai@siamcitycement.com,vn
Miếu OLA,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0020,hung.thai@siamcitycement.com,vn
Ship unloader,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SEA-JETTY-0004,hung.thai@siamcitycement.com,vn
Phòng thí nghiệm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0008,hung.thai@siamcitycement.com,vn
Phòng ( container ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0024,hung.thai@siamcitycement.com,vn
Canteen ( container ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0034,hung.thai@siamcitycement.com,vn
Phòng máy nén khi khu vực ATS,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0037,hung.thai@siamcitycement.com,vn
Hành Lang Trong,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ADMIN-0192,hung.thai@siamcitycement.com,vn
Phòng nhân viên bán hàng,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0010,hung.thai@siamcitycement.com,vn
cầu cân,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0030,hung.thai@siamcitycement.com,vn
Phòng thí nghiệm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0005,hung.thai@siamcitycement.com,vn
Phòng thí nghiệm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0009,hung.thai@siamcitycement.com,vn
Phòng thí nghiệm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0014,hung.thai@siamcitycement.com,vn
Phòng thí nghiệm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0016,hung.thai@siamcitycement.com,vn
Phòng lưu mẩu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0022,hung.thai@siamcitycement.com,vn
Meeting Room 66,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ADMIN-0208,hung.thai@siamcitycement.com,vn
Phòng đốc công,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0073,hung.thai@siamcitycement.com,vn
Phòng điều khiển cối đá,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0078,hung.thai@siamcitycement.com,vn
Phòng điều khiển cối đá,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0083,hung.thai@siamcitycement.com,vn
Phòng thí nghiệm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0010,hung.thai@siamcitycement.com,vn
Phòng thí nghiệm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0013,hung.thai@siamcitycement.com,vn
Canteen ( container ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0027,hung.thai@siamcitycement.com,vn
Canteen ( container ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0031,hung.thai@siamcitycement.com,vn
Xưởng sửa chữa,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ECOCYCLE-0048,hung.thai@siamcitycement.com,vn
Meeting Room 66,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ADMIN-0199,hung.thai@siamcitycement.com,vn
Meeting Room 10,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ADMIN-0209,hung.thai@siamcitycement.com,vn
Meeting Room 10,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-ADMIN-0211,hung.thai@siamcitycement.com,vn
Phòng Supervisor,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0052,hung.thai@siamcitycement.com,vn
Phòng vận hành trạm 110 KV,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-PoP-SUB-0004,hung.thai@siamcitycement.com,vn
Phòng nhân viên bán hàng,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0009,hung.thai@siamcitycement.com,vn
cầu cân,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-SCN-PACK-0025,hung.thai@siamcitycement.com,vn
